date published,preview,risk score,source
2018-03-27T09:47:19Z,http://money.cnn.com/2018/03/27/technology/foxconn-iphone-apple-belkin/index.html,3.0,CNN
2018-01-26T18:45:00Z,https://www.prnewswire.com/news-releases/global-gesture-recognition-market-analysis-2014-2017--2025---market-is-anticipated-to-reach-usd-3305-billion-300588819.html,3.0,Prnewswire.com
2018-04-03T15:31:06Z,http://businesswire.sys-con.com/node/4250824,3.0,Sys-con.com
2018-03-27T13:58:25Z,https://www.gadgetsnow.com/slideshows/apple-iphone-manufacturer-foxconn-buys-accessories-maker-belkin-for-866-million/photolist/63490279.cms,2.9,Gadgetsnow.com
2018-04-10T14:15:00Z,https://www.computerweekly.com/news/252438692/Apple-claims-global-operations-now-run-on-100-renewable-power,2.7857142857142856,Computerweekly.com
2018-01-31T15:01:52Z,https://www.extremetech.com/mobile/263101-washington-state-mulls-bill-mandating-replaceable-batteries-easily-repaired-consumer-electronics,2.6666666666666665,Extremetech.com
2018-02-13T06:16:19Z,https://hackernoon.com/all-the-latest-trends-and-innovative-ideas-showcased-at-ces-2018-5c9481420151,2.5,Hackernoon.com
2018-03-07T03:36:11Z,https://www.bloomberg.com/news/articles/2018-03-07/apple-lenovo-caught-in-crossfire-as-u-s-china-trade-war-looms,2.5,Bloomberg
2018-02-14T07:03:00Z,http://www.digitimes.com/news/a20180214PR200.html,2.2,Digitimes.com
2018-02-02T04:03:05Z,http://www.scmp.com/business/article/2131627/hyper-vision-almost-every-disruptive-technology,2.0,Scmp.com
